Entity,Code,Year,Working_Hours,GDP,Population,Continent
Hong Kong,HKG,2003,2330.8987,38804.289,6724687.0,
Hong Kong,HKG,2004,2354.375,44361.027,6744563.0,
Hong Kong,HKG,2005,2346.386,46823.098,6769579.0,
Hong Kong,HKG,2006,2315.4949,42760.655999999995,6802083.0,
Hong Kong,HKG,2007,2327.78,44803.172,6840017.0,
Hong Kong,HKG,2008,2277.0227,43456.055,6881861.0,
Hong Kong,HKG,2009,2251.9988,38546.023,6924642.0,
Hong Kong,HKG,2010,2302.0801,41687.949,6966324.0,
Hong Kong,HKG,2011,2256.7612,44788.871,7006598.0,
Hong Kong,HKG,2012,2235.5942,45540.164000000004,7046847.0,
Hong Kong,HKG,2013,2225.4138,51960.574,7088780.0,
Hong Kong,HKG,2014,2175.2473,45409.996,7134668.0,
Hong Kong,HKG,2015,2185.5789,39773.152,7185992.0,Asia
Hong Kong,HKG,2016,2185.5789,39576.734,7243541.0,
Hong Kong,HKG,2017,2185.5789,40584.477,7306315.0,
Hungary,HUN,1980,2193.4773,10201.753,10754286.0,
Hungary,HUN,1981,2192.4775,10345.09,10746489.0,
Hungary,HUN,1982,2099.4998,10443.735,10715857.0,
Hungary,HUN,1983,2079.5046,10352.468,10669203.0,
Hungary,HUN,1984,2007.5217,10464.918,10616742.0,
Hungary,HUN,1985,1980.5281,10459.076,10566321.0,
Hungary,HUN,1986,1971.5303,11026.508,10519296.0,
Hungary,HUN,1987,2015.5198,11808.606000000002,10474544.0,
Hungary,HUN,1988,2009.5212,11949.771999999999,10434539.0,
Hungary,HUN,1989,1984.5272,12326.676000000001,10401614.0,
Hungary,HUN,1990,1944.5367,12330.993,10377135.0,
Hungary,HUN,1991,1912.5443,11188.871000000001,10363050.0,
Hungary,HUN,1992,1869.5546,11206.479,10358622.0,
Hungary,HUN,1993,1869.5546,11925.719,10359052.0,
Hungary,HUN,1994,2000.5233,12508.296999999999,10357586.0,
Hungary,HUN,1995,2005.5222,12706.538999999999,10349308.0,
Hungary,HUN,1996,1999.5793,13061.668,10332451.0,
Hungary,HUN,1997,2023.4016,12993.128999999999,10308479.0,
Hungary,HUN,1998,2022.8932,13115.077,10279610.0,
Hungary,HUN,1999,2040.0710000000001,13379.383,10249407.0,
Hungary,HUN,2000,2032.8467,14361.437,10220509.0,
Hungary,HUN,2001,1993.3213,15225.982,10193451.0,
Hungary,HUN,2002,2005.2568,16082.128,10167286.0,
Hungary,HUN,2003,1978.1667,16665.293,10141341.0,
Hungary,HUN,2004,1986.1238,16525.014,10114481.0,
Hungary,HUN,2005,1986.9038,18351.433999999997,10085942.0,
Hungary,HUN,2006,1983.4768,18338.1,10055657.0,
Hungary,HUN,2007,1978.6354,18523.227,10024158.0,
Hungary,HUN,2008,1981.7538,20099.48,9991867.0,
Hungary,HUN,2009,1963.0601,19451.475,9959439.0,
Hungary,HUN,2010,1956.1836,20477.799,9927380.0,
Hungary,HUN,2011,1948.6782,21367.854,9895689.0,
Hungary,HUN,2012,1926.5392,21103.525,9864363.0,
Hungary,HUN,2013,1920.5334,21308.35,9833923.0,
Hungary,HUN,2014,1928.3038,21582.006,9804991.0,
Hungary,HUN,2015,1923.7209,21740.682,9777925.0,Europe
Hungary,HUN,2016,1937.3325,21420.842,9752970.0,
Hungary,HUN,2017,1937.3325,22571.65,9729822.0,
Iceland,ISL,1964,2144.7549,13817.988000000001,189345.0,
Iceland,ISL,1965,2121.4031,14833.294,192315.0,
Iceland,ISL,1966,2109.0615,15596.406,194991.0,
Iceland,ISL,1967,2073.1609,14813.298999999999,197405.0,
Iceland,ISL,1968,2025.9136,13509.718,199669.0,
Iceland,ISL,1969,1997.3276,14081.713,201971.0,
Iceland,ISL,1970,1979.8445,14983.819,204423.0,
Iceland,ISL,1971,1941.3549,17723.453,207095.0,
Iceland,ISL,1972,1908.254,17268.172,209928.0,
Iceland,ISL,1973,1890.8378,19005.078,212803.0,
Iceland,ISL,1974,1866.0885,20100.428,215568.0,
Iceland,ISL,1975,1841.3087,19956.984,218079.0,
Iceland,ISL,1976,1813.7779999999998,19839.414,220276.0,
Iceland,ISL,1977,1771.6417,22105.111,222267.0,
Iceland,ISL,1978,1733.0608,22966.291,224146.0,
Iceland,ISL,1979,1720.1718,23898.566000000003,226104.0,
Iceland,ISL,1980,1710.0775,25162.939,228256.0,
Iceland,ISL,1981,1703.6434,26037.93,230665.0,
Iceland,ISL,1982,1706.3849,26686.461,233273.0,
Iceland,ISL,1983,1706.3986,23875.42,236021.0,
Iceland,ISL,1984,1704.5583,25874.0,238818.0,
Iceland,ISL,1985,1703.6495,25320.5,241587.0,
Iceland,ISL,1986,1696.3209,27348.592,244335.0,
Iceland,ISL,1987,1694.4543,30355.647999999997,247057.0,
Iceland,ISL,1988,1701.8008,30806.395,249755.0,
Iceland,ISL,1989,1697.2434,29142.318,252424.0,
Iceland,ISL,1990,1687.1472,28773.045,255044.0,
Iceland,ISL,1991,1690.7538,28959.9,257616.0,
Iceland,ISL,1992,1690.7538,27490.807,260154.0,
Iceland,ISL,1993,1705.9176,27618.156000000003,262650.0,
Iceland,ISL,1994,1677.275,28268.498,265140.0,
Iceland,ISL,1995,1663.7961,27958.66,267627.0,
Iceland,ISL,1996,1681.4872,28448.042999999998,270144.0,
Iceland,ISL,1997,1706.76,31706.854,272709.0,
Iceland,ISL,1998,1687.3842,32868.125,275294.0,
Iceland,ISL,1999,1667.1659,34866.562999999995,277868.0,
Iceland,ISL,2000,1718.5539999999999,34227.703,280439.0,
Iceland,ISL,2001,1729.5055,35696.863,282910.0,
Iceland,ISL,2002,1694.9659,35283.922,285329.0,
Iceland,ISL,2003,1661.2688,35123.109,287955.0,
Iceland,ISL,2004,1668.0083,36618.461,291102.0,
Iceland,ISL,2005,1659.5839999999998,39537.402,294976.0,
Iceland,ISL,2006,1649.4749,37852.484,299727.0,
Iceland,ISL,2007,1627.5717,39231.375,305181.0,
Iceland,ISL,2008,1629.2566,49151.113,310855.0,
Iceland,ISL,2009,1549.0085,41567.133,316057.0,
Iceland,ISL,2010,1542.5016,37729.016,320342.0,
Iceland,ISL,2011,1548.2521,37747.91,323471.0,
Iceland,ISL,2012,1523.7321,38589.133,325642.0,
Iceland,ISL,2013,1521.8097,38247.84,327194.0,
Iceland,ISL,2014,1509.6294,38381.008,328592.0,
Iceland,ISL,2015,1509.1685,39502.172,330237.0,Europe
Iceland,ISL,2016,1493.3651,40422.207,332209.0,
Iceland,ISL,2017,1493.3651,41306.172,334395.0,
India,IND,1970,2077.3308,1272.9647,555189797.0,
India,IND,1971,2077.0852,1289.7422,567868021.0,
India,IND,1972,2076.5603,1289.8524,581087255.0,
India,IND,1973,2074.8291,1341.8304,594770136.0,
India,IND,1974,2072.3657,1296.1948,608802595.0,
India,IND,1975,2069.9565,1394.5573,623102900.0,
India,IND,1976,2067.1599,1345.9839,637630085.0,
India,IND,1977,2065.3796,1317.0865,652408766.0,
India,IND,1978,2064.4177,1273.9897,667499815.0,
India,IND,1979,2064.2246,1166.0134,682995348.0,
India,IND,1980,2064.0278,1162.6814,698952837.0,
India,IND,1981,2063.623,1125.2933,715384997.0,
India,IND,1982,2064.1531,1080.1318,732239498.0,
India,IND,1983,2065.1204,1063.9666,749428958.0,
India,IND,1984,2066.7083,1040.5022,766833411.0,
India,IND,1985,2068.6077,1032.4409,784360012.0,
India,IND,1986,2070.5779,1067.2903,801975250.0,
India,IND,1987,2072.2705,1113.2611,819682095.0,
India,IND,1988,2075.0774,1182.0692,837468938.0,
India,IND,1989,2078.1321,1241.1555,855334675.0,
India,IND,1990,2078.4795,1297.264,873277799.0,
India,IND,1991,2079.3042,1295.7802,891273202.0,
India,IND,1992,2076.9104,1350.078,909307018.0,
India,IND,1993,2075.8694,1414.3143,927403866.0,
India,IND,1994,2075.6873,1486.656,945601828.0,
India,IND,1995,2077.0972,1571.465,963922586.0,
India,IND,1996,2079.8303,1682.894,982365248.0,
India,IND,1997,2079.3826,1753.1812,1000900028.0,
India,IND,1998,2080.7412,1850.7705,1019483586.0,
India,IND,1999,2082.6938,1948.2369,1038058154.0,
India,IND,2000,2086.6284,2004.1915,1056575548.0,
India,IND,2001,2086.7727,2068.4463,1075000094.0,
India,IND,2002,2088.8936,2150.0874,1093317187.0,
India,IND,2003,2091.9958,2318.8076,1111523146.0,
India,IND,2004,2095.7783,2457.3223,1129623466.0,
India,IND,2005,2096.916,2759.5537,1147609924.0,
India,IND,2006,2097.0964,3062.425,1165486291.0,
India,IND,2007,2098.1213,3399.0498,1183209471.0,
India,IND,2008,2099.6331,3574.2825,1200669762.0,
India,IND,2009,2103.5361,3794.7573,1217726217.0,
India,IND,2010,2110.3926,4357.0596,1234281163.0,
India,IND,2011,2113.6245,4720.9976,1250287939.0,
India,IND,2012,2115.7102,4995.3174,1265780243.0,
India,IND,2013,2117.103,5154.9541,1280842119.0,
India,IND,2014,2118.0881,5434.3447,1295600768.0,
India,IND,2015,2117.0117,5722.5186,1310152392.0,Asia
India,IND,2016,2117.0117,6037.9868,1324517250.0,
India,IND,2017,2117.0117,6421.6704,1338676779.0,
Indonesia,IDN,1970,1988.0715,1205.5563,114793179.0,
Indonesia,IDN,1971,1990.318,1263.2142,117880146.0,
Indonesia,IDN,1972,2020.97,1383.8315,121017316.0,
Indonesia,IDN,1973,2032.0226,1519.8054,124199693.0,
Indonesia,IDN,1974,2029.8593,1615.6523,127422198.0,
Indonesia,IDN,1975,2011.4331,1658.2235,130680730.0,
Indonesia,IDN,1976,1972.9434,1754.8173,133966940.0,
Indonesia,IDN,1977,1990.8206,1871.1135,137278057.0,
Indonesia,IDN,1978,1975.8154,1970.1569,140621731.0,
Indonesia,IDN,1979,1988.1433,2057.8276,144009844.0,
Indonesia,IDN,1980,2003.2617,2212.2495,147447834.0,
Indonesia,IDN,1981,2034.144,2344.9478,150938222.0,
Indonesia,IDN,1982,2013.3235,2332.123,154468235.0,
Indonesia,IDN,1983,2051.5149,2448.2161,158009248.0,
Indonesia,IDN,1984,2056.8665,2526.989,161523353.0,
Indonesia,IDN,1985,2029.0776,2504.6838,164982452.0,
Indonesia,IDN,1986,1887.9058,2511.5864,168374287.0,
Indonesia,IDN,1987,1890.0297,2555.0117,171702756.0,
Indonesia,IDN,1988,1886.1644,2596.2583,174975953.0,
Indonesia,IDN,1989,1891.3917,2823.9788,178209147.0,
Indonesia,IDN,1990,1909.3696,3151.6101,181413398.0,
Indonesia,IDN,1991,1928.2959,3374.385,184591897.0,
Indonesia,IDN,1992,1897.3234,3537.7085,187739786.0,
Indonesia,IDN,1993,1898.6636,3708.8733,190851184.0,
Indonesia,IDN,1994,1929.7295,3925.5759,193917458.0,
Indonesia,IDN,1995,1928.0195,4227.8589,196934257.0,
Indonesia,IDN,1996,1917.2124,4530.2471,199901231.0,
Indonesia,IDN,1997,1922.9292,4541.0625,202826444.0,
Indonesia,IDN,1998,1928.8357,3622.2444,205724597.0,
Indonesia,IDN,1999,1949.5291,3618.0254,208615171.0,
Indonesia,IDN,2000,1913.0223,3449.2585,211513822.0,
Indonesia,IDN,2001,1935.4495,3491.0068,214427419.0,
Indonesia,IDN,2002,1917.7333,3504.4570000000003,217357790.0,
Indonesia,IDN,2003,1941.8517,3510.5708,220309473.0,
Indonesia,IDN,2004,1969.0544,3788.1492,223285666.0,
Indonesia,IDN,2005,1953.516,4084.1309,226289468.0,
Indonesia,IDN,2006,1965.111,4456.9961,229318262.0,
Indonesia,IDN,2007,2042.9899,4904.041,232374239.0,
Indonesia,IDN,2008,2044.3296,5781.6216,235469755.0,
Indonesia,IDN,2009,2063.6802,6304.2222,238620554.0,
Indonesia,IDN,2010,2054.3242,7365.4385,241834226.0,
Indonesia,IDN,2011,2023.2792,8825.2236,245115988.0,
Indonesia,IDN,2012,2026.3513,9160.2236,248451714.0,
Indonesia,IDN,2013,2024.2395,9476.4131,251805314.0,
Indonesia,IDN,2014,2008.4623,9776.4307,255128076.0,
Indonesia,IDN,2015,2024.287,9781.207,258383257.0,Asia
Indonesia,IDN,2016,2024.287,10123.332,261556386.0,
Indonesia,IDN,2017,2024.287,10594.067,264650968.0,
Ireland,IRL,1950,2419.4111,4853.6875,2912682.0,
Ireland,IRL,1951,2407.575,4918.7222,2912605.0,
Ireland,IRL,1952,2395.7969,5118.5718,2909049.0,
Ireland,IRL,1953,2384.0762,5245.5342,2901312.0,
Ireland,IRL,1954,2372.4131,5327.4468,2889284.0,
Ireland,IRL,1955,2360.8069,5497.2363,2873410.0,
Ireland,IRL,1956,2349.2573,5464.7383,2854784.0,
Ireland,IRL,1957,2337.7644,5466.3364,2835058.0,
Ireland,IRL,1958,2326.3279,5417.0,2816353.0,
Ireland,IRL,1959,2314.947,5667.1563,2801088.0,
Ireland,IRL,1960,2303.6221,5972.0024,2791390.0,
Ireland,IRL,1961,2306.6157,6278.5156,2788526.0,
Ireland,IRL,1962,2309.6133,6411.3818,2792380.0,
Ireland,IRL,1963,2312.615,6663.1719,2801184.0,
Ireland,IRL,1964,2315.6204,6834.1685,2812226.0,
Ireland,IRL,1965,2318.6296,6907.7593,2823644.0,
Ireland,IRL,1966,2321.6428,6997.1455,2834679.0,
Ireland,IRL,1967,2324.6602,7377.1445,2846351.0,
Ireland,IRL,1968,2327.6812,7914.876,2860729.0,
Ireland,IRL,1969,2330.7063,8270.9121,2880757.0,
Ireland,IRL,1970,2333.7351,8321.8857,2908430.0,
Ireland,IRL,1971,2316.7312,8499.3613,2944092.0,
Ireland,IRL,1972,2296.5879,9033.0635,2986566.0,
Ireland,IRL,1973,2284.031,9410.7041,3034327.0,
Ireland,IRL,1974,2247.6687,9483.374,3085159.0,
Ireland,IRL,1975,2237.7278,9755.873,3137181.0,
Ireland,IRL,1976,2232.2344,10032.035,3189867.0,
Ireland,IRL,1977,2202.6733,10866.046,3242767.0,
Ireland,IRL,1978,2183.0535,11725.346000000001,3294158.0,
Ireland,IRL,1979,2161.3406,12184.396999999999,3342005.0,
Ireland,IRL,1980,2122.1006,12550.063999999998,3384760.0,
Ireland,IRL,1981,2090.7085,12624.62,3422026.0,
Ireland,IRL,1982,2083.3838,12651.435,3453785.0,
Ireland,IRL,1983,2073.1814,12313.153999999999,3479464.0,
Ireland,IRL,1984,2055.1309,12518.712,3498540.0,
Ireland,IRL,1985,2062.1941,12485.942,3510978.0,
Ireland,IRL,1986,2096.7253,13215.7,3516423.0,
Ireland,IRL,1987,2076.0591,14112.011999999999,3515827.0,
Ireland,IRL,1988,2084.4302,14687.255,3512179.0,
Ireland,IRL,1989,2091.7549,15654.445,3509508.0,
Ireland,IRL,1990,2080.2446,16917.113,3510881.0,
Ireland,IRL,1991,2045.1902,17159.629,3517704.0,
Ireland,IRL,1992,1996.7941,18282.645,3529847.0,
Ireland,IRL,1993,1970.111,19293.252,3546929.0,
Ireland,IRL,1994,1970.3726,20147.652,3567918.0,
Ireland,IRL,1995,1962.0013,23008.201,3592180.0,
Ireland,IRL,1996,1953.5992,24657.285,3619633.0,
Ireland,IRL,1997,1954.1941,27363.754,3651096.0,
Ireland,IRL,1998,1953.1941,29761.689,3687821.0,
Ireland,IRL,1999,1941.8829,32296.892999999996,3731472.0,
Ireland,IRL,2000,1932.7238,35622.75,3783095.0,
Ireland,IRL,2001,1923.5294,37716.859,3842253.0,
Ireland,IRL,2002,1904.2762,41652.809,3907995.0,
Ireland,IRL,2003,1886.7864,44729.082,3980077.0,
Ireland,IRL,2004,1875.256,46513.082,4058131.0,
Ireland,IRL,2005,1883.1937,50224.941,4141218.0,
Ireland,IRL,2006,1878.8129999999999,50639.727,4230619.0,
Ireland,IRL,2007,1864.9323,54168.512,4324649.0,
Ireland,IRL,2008,1843.8962,50692.289000000004,4415871.0,
Ireland,IRL,2009,1811.8029999999999,47728.008,4494572.0,
Ireland,IRL,2010,1801.2773,47823.504,4554330.0,
Ireland,IRL,2011,1702.1769,48321.332,4591115.0,
Ireland,IRL,2012,1707.4982,48821.098,4608199.0,
Ireland,IRL,2013,1719.5591,49024.109000000004,4615426.0,
Ireland,IRL,2014,1731.0465,52549.695,4626852.0,
Ireland,IRL,2015,1740.5286,67492.672,4652420.0,Europe
Ireland,IRL,2016,1738.7294,71948.953,4695790.0,
Ireland,IRL,2017,1745.6843,75916.094,4753281.0,
Israel,ISR,1981,1966.0331,17188.213,3770694.0,
Israel,ISR,1982,1941.761,17379.537,3838109.0,
Israel,ISR,1983,1928.6136,17792.461,3903954.0,
Israel,ISR,1984,1931.6477,17761.676,3969182.0,
Israel,ISR,1985,1931.6477,17750.834,4035062.0,
Israel,ISR,1986,1926.5911,18650.326,4100542.0,
Israel,ISR,1987,1920.5231,19842.342,4167130.0,
Israel,ISR,1988,1878.047,20223.18,4241786.0,
Israel,ISR,1989,1909.3983,19528.055,4333578.0,
Israel,ISR,1990,1904.3417,20892.543,4448348.0,
Israel,ISR,1991,1897.2623,22099.256,4589305.0,
Israel,ISR,1992,1950.8629999999998,23145.096,4752826.0,
Israel,ISR,1993,1952.8857,23574.76,4929413.0,
Israel,ISR,1994,1993.339,24303.756,5105571.0,
Israel,ISR,1995,2017.6111,25386.332000000002,5271368.0,
Israel,ISR,1996,2035.5391,26556.984,5424241.0,
Israel,ISR,1997,2040.4977,27423.23,5566551.0,
Israel,ISR,1998,2015.4592,28141.305,5699279.0,
Israel,ISR,1999,2023.3385,29116.107000000004,5824944.0,
Israel,ISR,2000,2034.7421,31339.816000000003,5945949.0,
Israel,ISR,2001,1998.0148,31158.688,6060679.0,
Israel,ISR,2002,2015.5543,30708.827999999998,6169311.0,
Israel,ISR,2003,1996.8781,29046.471,6278374.0,
Israel,ISR,2004,1973.2894,28426.965,6396511.0,
Israel,ISR,2005,1965.0957,28211.977000000003,6529470.0,
Israel,ISR,2006,1951.7192,27929.297000000002,6680641.0,
Israel,ISR,2007,1964.7948,27758.654,6847148.0,
Israel,ISR,2008,1960.6504,27208.326,7020832.0,
Israel,ISR,2009,1962.0277,27996.889,7190037.0,
Israel,ISR,2010,1956.2672,28638.904,7346446.0,
Israel,ISR,2011,1946.8129999999999,29320.334,7487095.0,
Israel,ISR,2012,1918.9104,30389.09,7614946.0,
Israel,ISR,2013,1908.5657,31756.465,7734834.0,
Israel,ISR,2014,1894.0676,33613.121,7854216.0,
Israel,ISR,2015,1895.4574,34850.781,7978496.0,Asia
Israel,ISR,2016,1920.6106,35619.473,8108984.0,
Israel,ISR,2017,1920.6106,36185.711,8243849.0,
Italy,ITA,1950,2107.2554,4076.8054,46598599.0,
Italy,ITA,1951,2113.708,4413.1992,47009982.0,
Italy,ITA,1952,2120.1804,4528.5869,47390571.0,
Italy,ITA,1953,2126.6726,4829.3013,47737391.0,
Italy,ITA,1954,2133.1848,5005.9888,48051041.0,
Italy,ITA,1955,2139.7168,5318.5649,48335577.0,
Italy,ITA,1956,2146.2688,5489.1069,48598903.0,
Italy,ITA,1957,2152.8411,5692.8047,48852439.0,
Italy,ITA,1958,2159.4331,5908.2593,49110365.0,
Italy,ITA,1959,2166.0457,6290.7671,49388394.0,
Italy,ITA,1960,2172.6782,6844.2095,49699947.0,
Italy,ITA,1961,2155.9355,7372.1318,50052174.0,
Italy,ITA,1962,2106.6707,7737.3896,50442350.0,
Italy,ITA,1963,2091.877,8033.8330000000005,50856405.0,
Italy,ITA,1964,2085.7231,8188.6162,51273234.0,
Italy,ITA,1965,2027.9208,8349.9951,51677247.0,
Italy,ITA,1966,2046.6244,8759.8027,52062749.0,
Italy,ITA,1967,2071.1543,9336.2207,52433478.0,
Italy,ITA,1968,2064.6907,9883.7393,52794534.0,
Italy,ITA,1969,2063.5681,10426.123,53154575.0,
Italy,ITA,1970,2042.2288,11782.676000000001,53518966.0,
Italy,ITA,1971,1989.7507,11982.136999999999,53888880.0,
Italy,ITA,1972,1970.8881,12494.135,54258737.0,
Italy,ITA,1973,1954.6459,13499.646,54619240.0,
Italy,ITA,1974,1924.0708,14371.558,54957795.0,
Italy,ITA,1975,1908.549,14088.365,55265280.0,
Italy,ITA,1976,1906.4534,15444.158000000001,55537953.0,
Italy,ITA,1977,1871.6073,16169.936000000002,55777881.0,
Italy,ITA,1978,1861.5642,17058.514,55988983.0,
Italy,ITA,1979,1855.0286,18569.279,56177842.0,
Italy,ITA,1980,1856.0651,19802.148,56349352.0,
Italy,ITA,1981,1862.3245,19416.869,56505476.0,
Italy,ITA,1982,1873.733,19064.468999999997,56644860.0,
Italy,ITA,1983,1873.0464,18796.275,56765250.0,
Italy,ITA,1984,1862.6731,19017.875,56863131.0,
Italy,ITA,1985,1859.1587,19173.258,56936776.0,
Italy,ITA,1986,1867.5593,20452.088,56983931.0,
Italy,ITA,1987,1886.6825,21479.972999999998,57007737.0,
Italy,ITA,1988,1890.4023,22427.111,57018193.0,
Italy,ITA,1989,1874.5634,23356.107000000004,57028707.0,
Italy,ITA,1990,1863.8346,24393.209,57048237.0,
Italy,ITA,1991,1856.8695,25114.551,57088125.0,
Italy,ITA,1992,1860.0026,25570.662,57145308.0,
Italy,ITA,1993,1859.8804,25519.283,57197610.0,
Italy,ITA,1994,1853.8326,26351.465,57213538.0,
Italy,ITA,1995,1856.0868,27628.709,57174412.0,
Italy,ITA,1996,1866.1272,28196.892999999996,57065231.0,
Italy,ITA,1997,1860.1129999999998,29380.906000000003,56903633.0,
Italy,ITA,1998,1873.7856,30741.4,56742755.0,
Italy,ITA,1999,1870.3572,31602.66,56655629.0,
Italy,ITA,2000,1850.8062,32352.117000000002,56692178.0,
Italy,ITA,2001,1837.7606,32183.65,56875148.0,
Italy,ITA,2002,1826.5938,31600.504,57182521.0,
Italy,ITA,2003,1815.7974,31562.439,57564589.0,
Italy,ITA,2004,1815.3416,31554.459,57948421.0,
Italy,ITA,2005,1812.0552,32689.792999999998,58281209.0,
Italy,ITA,2006,1812.5823,33749.797,58542619.0,
Italy,ITA,2007,1818.1526,35186.855,58747862.0,
Italy,ITA,2008,1807.0319,35871.988,58922116.0,
Italy,ITA,2009,1775.6611,34406.414,59105622.0,
Italy,ITA,2010,1777.2737,34727.676,59325232.0,
Italy,ITA,2011,1773.2565,35739.02,59589070.0,
Italy,ITA,2012,1734.1747,35366.633,59879469.0,
Italy,ITA,2013,1719.5074,34716.012,60166828.0,
Italy,ITA,2014,1717.1372,34683.633,60409622.0,
Italy,ITA,2015,1717.9958,35186.254,60578489.0,Europe
Italy,ITA,2016,1724.4153,36918.219,60663068.0,
Italy,ITA,2017,1722.6113,37999.699,60673694.0,
Jamaica,JAM,1986,1864.8246,3797.6528,2358165.0,
Jamaica,JAM,1987,1893.6748,4185.519,2375400.0,
Jamaica,JAM,1988,1914.9969,4365.5288,2389415.0,
Jamaica,JAM,1989,1972.9108,4415.2549,2403464.0,
Jamaica,JAM,1990,1938.2228,4714.958,2419901.0,
Jamaica,JAM,1991,1947.975,4558.7461,2439329.0,
Jamaica,JAM,1992,1963.4525,4806.1797,2461047.0,
Jamaica,JAM,1993,1951.1327,5095.998,2484583.0,
Jamaica,JAM,1994,1958.8782,5049.5757,2509042.0,
Jamaica,JAM,1995,1948.525,5066.9678,2533705.0,
Jamaica,JAM,1996,1969.2648,5129.6011,2558631.0,
Jamaica,JAM,1997,1963.9474,5052.2891,2583914.0,
Jamaica,JAM,1998,1999.2107,5094.624,2608874.0,
Jamaica,JAM,1999,1983.4503,5170.1074,2632677.0,
Jamaica,JAM,2000,1963.4492,5221.9434,2654698.0,
Jamaica,JAM,2001,1970.6368,5204.6753,2674706.0,
Jamaica,JAM,2002,1965.5664,5185.6792,2692843.0,
Japan,JPN,1950,2030.4137,2530.6658,82802084.0,
Japan,JPN,1951,2012.9907,2754.3992,84316265.0,
Japan,JPN,1952,1995.7172,2983.0779,85659438.0,
Japan,JPN,1953,1978.5918,3069.7446,86869979.0,
Japan,JPN,1954,2008.9454,3194.9885,87980574.0,
Japan,JPN,1955,2034.5164,3411.9163,89018255.0,
Japan,JPN,1956,2084.9668,3609.3303,90004180.0,
Japan,JPN,1957,2108.0427,3834.9121,90953812.0,
Japan,JPN,1958,2133.1448,4075.9973,91877637.0,
Japan,JPN,1959,2156.2446,4419.0586,92782242.0,
Japan,JPN,1960,2172.8989,4954.4229,93673612.0,
Japan,JPN,1961,2175.3137,5454.1348,94560714.0,
Japan,JPN,1962,2152.7,5922.7617,95458517.0,
Japan,JPN,1963,2146.3276,6349.9199,96389422.0,
Japan,JPN,1964,2153.5291,6997.4419,97379402.0,
Japan,JPN,1965,2135.1223,7352.5288,98447007.0,
Japan,JPN,1966,2142.9473,8036.9883,99596075.0,
Japan,JPN,1967,2156.571,8787.7988,100822283.0,
Japan,JPN,1968,2160.3401,9796.959,102124002.0,
Japan,JPN,1969,2147.0117,10870.652,103496032.0,
Japan,JPN,1970,2137.2173,11876.169,104929260.0,
Japan,JPN,1971,2129.2954,12405.671,106427102.0,
Japan,JPN,1972,2131.6648,13340.729,107976030.0,
Japan,JPN,1973,2117.5442,14214.265,109528514.0,
Japan,JPN,1974,2058.7163,13922.878,111022692.0,
Japan,JPN,1975,2030.2618,14370.871000000001,112413362.0,
Japan,JPN,1976,2057.5,15167.388,113679190.0,
Japan,JPN,1977,2064.0063,16042.77,114827826.0,
Japan,JPN,1978,2067.9878,17103.016,115879222.0,
Japan,JPN,1979,2072.7031,18094.658,116867356.0,
Japan,JPN,1980,2073.9438,18980.955,117816942.0,
Japan,JPN,1981,2068.8276,18817.154,118732838.0,
Japan,JPN,1982,2068.6187,18415.699,119605254.0,
Japan,JPN,1983,2074.8601,17987.982,120427643.0,
Japan,JPN,1984,2089.2798,17950.85,121189269.0,
Japan,JPN,1985,2076.7673,18414.936,121883483.0,
Japan,JPN,1986,2078.4951,19955.061,122509119.0,
Japan,JPN,1987,2083.9683,21248.395,123072720.0,
Japan,JPN,1988,2080.4377,23298.621,123584522.0,
Japan,JPN,1989,2061.3616,24900.943,124058517.0,
Japan,JPN,1990,2028.4187,26779.938,124505243.0,
Japan,JPN,1991,2010.7419,28354.563,124929764.0,
Japan,JPN,1992,1962.1306,29285.672000000002,125331300.0,
Japan,JPN,1993,1926.7769,30067.561,125707407.0,
Japan,JPN,1994,1909.1,30935.707000000002,126053127.0,
Japan,JPN,1995,1911.6,32587.881,126365486.0,
Japan,JPN,1996,1914.8,34219.941,126644099.0,
Japan,JPN,1997,1887.1,34351.984,126892745.0,
Japan,JPN,1998,1866.5,33746.164,127117436.0,
Japan,JPN,1999,1850.9,33755.539,127326063.0,
Japan,JPN,2000,1858.5,34570.578,127524168.0,
Japan,JPN,2001,1843.1,34149.934,127713824.0,
Japan,JPN,2002,1830.6,34027.289,127893075.0,
Japan,JPN,2003,1834.2,34567.023,128058368.0,
Japan,JPN,2004,1841.5,35412.691,128204183.0,
Japan,JPN,2005,1827.8,36243.602,128326115.0,
Japan,JPN,2006,1836.0,36710.0,128422740.0,
Japan,JPN,2007,1826.5,37383.566,128494050.0,
Japan,JPN,2008,1807.3,36680.117,128538644.0,
Japan,JPN,2009,1757.2,34956.406,128555196.0,
Japan,JPN,2010,1777.8,36595.633,128542349.0,
Japan,JPN,2011,1772.7,36122.828,128498966.0,
Japan,JPN,2012,1782.9,36588.051,128423571.0,
Japan,JPN,2013,1761.5,37267.996,128314189.0,
Japan,JPN,2014,1756.5,37741.941,128168630.0,
Japan,JPN,2015,1750.9,38875.066,127985139.0,Asia
Japan,JPN,2016,1742.0,39587.566,127763267.0,
Japan,JPN,2017,1738.3633,40373.75,127502728.0,
Latvia,LVA,1995,1975.9082,8465.3086,2508476.0,
Latvia,LVA,1996,1975.8959,8602.5381,2478832.0,
Latvia,LVA,1997,1975.9169,8882.4678,2453310.0,
Latvia,LVA,1998,1975.9045,9411.1563,2430546.0,
